TIME,CH1,SBP,DBP,Model,TBS1102C
-2.8610 ,2.9800 ,,,,
-2.8580 ,3.0200 ,,,,
-2.8540 ,3.0600 ,,,,
-2.8510 ,3.1400 ,,,,
-2.8480 ,3.2600 ,,,,
-2.8450 ,3.3800 ,,,,
-2.8420 ,3.2600 ,,,,
-2.8380 ,3.1400 ,,,,
-2.8350 ,3.0200 ,,,,
-2.8320 ,3.0600 ,,,,
-2.8290 ,3.0200 ,,,,
-2.8260 ,2.9400 ,,,,
-2.8220 ,2.7400 ,,,,
-2.8190 ,2.6200 ,,,,
-2.8160 ,2.5800 ,,,,
-2.8130 ,2.5800 ,,,,
-2.8100 ,2.5000 ,,,,
-2.8060 ,2.3000 ,,,,
-2.8030 ,2.1800 ,,,,
-2.8000 ,2.1000 ,,,,
-2.7970 ,2.1000 ,,,,
-2.7940 ,2.0600 ,,,,
-2.7900 ,1.9000 ,,,,
-2.7870 ,1.7400 ,,,,
-2.7840 ,1.6600 ,,,,
-2.7810 ,1.6600 ,,,,
-2.7780 ,1.6600 ,,,,
-2.7740 ,1.5400 ,,,,
-2.7710 ,1.4200 ,,,,
-2.7680 ,1.3000 ,,,,
-2.7650 ,1.2600 ,,,,
-2.7620 ,1.3000 ,,,,
-2.7580 ,1.2600 ,,,,
-2.7550 ,1.1000 ,,,,
-2.7520 ,0.9800 ,,,,
-2.7490 ,0.9400 ,,,,
-2.7460 ,1.0200 ,,,,
-2.7420 ,0.9800 ,,,,
-2.7390 ,0.8200 ,,,,
-2.7360 ,0.6600 ,,,,
-2.7330 ,0.5800 ,,,,
-2.7300 ,0.6600 ,,,,
-2.7260 ,0.6600 ,,,,
-2.7230 ,0.5800 ,,,,
-2.7200 ,0.3800 ,,,,
-2.7170 ,0.3000 ,,,,
-2.7140 ,0.3400 ,,,,
-2.7100 ,0.3800 ,,,,
-2.7070 ,0.3400 ,,,,
-2.7040 ,0.1800 ,,,,
-2.7010 ,0.0600 ,,,,
-2.6980 ,0.1000 ,,,,
-2.6940 ,0.1800 ,,,,
-2.6910 ,0.1800 ,,,,
-2.6880 ,0.0200 ,,,,
-2.6850 ,-0.1000 ,,,,
-2.6820 ,-0.0200 ,,,,
-2.6780 ,0.0600 ,,,,
-2.6750 ,0.1000 ,,,,
-2.6720 ,0.0200 ,,,,
-2.6690 ,-0.1400 ,,,,
-2.6660 ,-0.1000 ,,,,
-2.6620 ,0.0200 ,,,,
-2.6590 ,0.1400 ,,,,
-2.6560 ,0.0200 ,,,,
-2.6530 ,-0.0600 ,,,,
-2.6500 ,-0.0600 ,,,,
-2.6460 ,0.0600 ,,,,
-2.6430 ,0.1800 ,,,,
-2.6400 ,0.1800 ,,,,
-2.6370 ,0.0600 ,,,,
-2.6340 ,0.0200 ,,,,
-2.6300 ,0.1400 ,,,,
-2.6270 ,0.2600 ,,,,
-2.6240 ,0.3000 ,,,,
-2.6210 ,0.2200 ,,,,
-2.6180 ,0.1800 ,,,,
-2.6140 ,0.2200 ,,,,
-2.6110 ,0.3800 ,,,,
-2.6080 ,0.4200 ,,,,
-2.6050 ,0.3800 ,,,,
-2.6020 ,0.2600 ,,,,
-2.5980 ,0.3000 ,,,,
-2.5950 ,0.4600 ,,,,
-2.5920 ,0.5000 ,,,,
-2.5890 ,0.4200 ,,,,
-2.5860 ,0.3400 ,,,,
-2.5820 ,0.3000 ,,,,
-2.5790 ,0.3800 ,,,,
-2.5760 ,0.5000 ,,,,
-2.5730 ,0.4200 ,,,,
-2.5700 ,0.3000 ,,,,
-2.5660 ,0.2600 ,,,,
-2.5630 ,0.3400 ,,,,
-2.5600 ,0.4600 ,,,,
-2.5570 ,0.3800 ,,,,
-2.5540 ,0.2200 ,,,,
-2.5500 ,0.1400 ,,,,
-2.5470 ,0.1800 ,,,,
-2.5440 ,0.2600 ,,,,
-2.5410 ,0.2600 ,,,,
-2.5380 ,0.1400 ,,,,
-2.5340 ,-0.0200 ,,,,
-2.5310 ,-0.0200 ,,,,
-2.5280 ,0.1000 ,,,,
-2.5250 ,0.1000 ,,,,
-2.5220 ,-0.0200 ,,,,
-2.5180 ,-0.2200 ,,,,
-2.5150 ,-0.2200 ,,,,
-2.5120 ,-0.1000 ,,,,
-2.5090 ,-0.1000 ,,,,
-2.5060 ,-0.1800 ,,,,
-2.5020 ,-0.3400 ,,,,
-2.4990 ,-0.4200 ,,,,
-2.4960 ,-0.3000 ,,,,
-2.4930 ,-0.2200 ,,,,
-2.4900 ,-0.3000 ,,,,
-2.4860 ,-0.4600 ,,,,
-2.4830 ,-0.5400 ,,,,
-2.4800 ,-0.5000 ,,,,
-2.4770 ,-0.3800 ,,,,
-2.4740 ,-0.4200 ,,,,
-2.4700 ,-0.5400 ,,,,
-2.4670 ,-0.7000 ,,,,
-2.4640 ,-0.6600 ,,,,
-2.4610 ,-0.5800 ,,,,
-2.4580 ,-0.5800 ,,,,
-2.4540 ,-0.7000 ,,,,
-2.4510 ,-0.7800 ,,,,
-2.4480 ,-0.7800 ,,,,
-2.4450 ,-0.7400 ,,,,
-2.4420 ,-0.7000 ,,,,
-2.4380 ,-0.7400 ,,,,
-2.4350 ,-0.8600 ,,,,
-2.4320 ,-0.9000 ,,,,
-2.4290 ,-0.8200 ,,,,
-2.4260 ,-0.7800 ,,,,
-2.4220 ,-0.8200 ,,,,
-2.4190 ,-0.9000 ,,,,
-2.4160 ,-0.9400 ,,,,
-2.4130 ,-0.9000 ,,,,
-2.4100 ,-0.8600 ,,,,
-2.4060 ,-0.9000 ,,,,
-2.4030 ,-0.9400 ,,,,
-2.4000 ,-1.0200 ,,,,
-2.3970 ,-0.9800 ,,,,
-2.3940 ,-0.9400 ,,,,
-2.3900 ,-0.9400 ,,,,
-2.3870 ,-0.9800 ,,,,
-2.3840 ,-1.0200 ,,,,
-2.3810 ,-1.0200 ,,,,
-2.3780 ,-0.9800 ,,,,
-2.3740 ,-0.9800 ,,,,
-2.3710 ,-1.0200 ,,,,
-2.3680 ,-1.0600 ,,,,
-2.3650 ,-1.0600 ,,,,
-2.3620 ,-1.0200 ,,,,
-2.3580 ,-1.0200 ,,,,
-2.3550 ,-1.0200 ,,,,
-2.3520 ,-1.0600 ,,,,
-2.3490 ,-1.0600 ,,,,
-2.3460 ,-1.0200 ,,,,
-2.3420 ,-1.0200 ,,,,
-2.3390 ,-1.0200 ,,,,
-2.3360 ,-1.0200 ,,,,
-2.3330 ,-1.0600 ,,,,
-2.3300 ,-1.0200 ,,,,
-2.3260 ,-1.0600 ,,,,
-2.3230 ,-1.0200 ,,,,
-2.3200 ,-1.0200 ,,,,
-2.3170 ,-1.0600 ,,,,
-2.3140 ,-1.0200 ,,,,
-2.3100 ,-0.9800 ,,,,
-2.3070 ,-0.9800 ,,,,
-2.3040 ,-1.0600 ,,,,
-2.3010 ,-1.0600 ,,,,
-2.2980 ,-1.0200 ,,,,
-2.2940 ,-1.0600 ,,,,
-2.2910 ,-1.0200 ,,,,
-2.2880 ,-1.0200 ,,,,
-2.2850 ,-1.0200 ,,,,
-2.2820 ,-1.0600 ,,,,
-2.2780 ,-1.0600 ,,,,
-2.2750 ,-1.0600 ,,,,
-2.2720 ,-1.1000 ,,,,
-2.2690 ,-1.1000 ,,,,
-2.2660 ,-1.1000 ,,,,
-2.2620 ,-1.1000 ,,,,
-2.2590 ,-1.1400 ,,,,
-2.2560 ,-1.1400 ,,,,
-2.2530 ,-1.1400 ,,,,
-2.2500 ,-1.1800 ,,,,
-2.2460 ,-1.1800 ,,,,
-2.2430 ,-1.1800 ,,,,
-2.2400 ,-1.1800 ,,,,
-2.2370 ,-1.1800 ,,,,
-2.2340 ,-1.1800 ,,,,
-2.2300 ,-1.1800 ,,,,
-2.2270 ,-1.1800 ,,,,
-2.2240 ,-1.1400 ,,,,
-2.2210 ,-1.1000 ,,,,
-2.2180 ,-1.0600 ,,,,
-2.2140 ,-0.9800 ,,,,
-2.2110 ,-0.8600 ,,,,
-2.2080 ,-0.7800 ,,,,
-2.2050 ,-0.6600 ,,,,
-2.2020 ,-0.5800 ,,,,
-2.1980 ,-0.3800 ,,,,
-2.1950 ,-0.2600 ,,,,
-2.1920 ,-0.1000 ,,,,
-2.1890 ,0.1000 ,,,,
-2.1860 ,0.3400 ,,,,
-2.1820 ,0.5000 ,,,,
-2.1790 ,0.7000 ,,,,
-2.1760 ,0.9400 ,,,,
-2.1730 ,1.1800 ,,,,
-2.1700 ,1.4600 ,,,,
-2.1660 ,1.6200 ,,,,
-2.1630 ,1.7400 ,,,,
-2.1600 ,1.9000 ,,,,
-2.1570 ,2.0200 ,,,,
-2.1540 ,2.2600 ,,,,
-2.1500 ,2.4200 ,,,,
-2.1470 ,2.5400 ,,,,
-2.1440 ,2.6200 ,,,,
-2.1410 ,2.7800 ,,,,
-2.1380 ,2.9400 ,,,,
-2.1340 ,3.0600 ,,,,
-2.1310 ,3.1000 ,,,,
-2.1280 ,3.1400 ,,,,
-2.1250 ,3.1400 ,,,,
-2.1220 ,3.1800 ,,,,
-2.1180 ,3.2200 ,,,,
-2.1150 ,3.1800 ,,,,
-2.1120 ,3.1000 ,,,,
-2.1090 ,2.9800 ,,,,
-2.1060 ,2.8600 ,,,,
-2.1020 ,2.8600 ,,,,
-2.0990 ,2.8600 ,,,,
-2.0960 ,2.7000 ,,,,
-2.0930 ,2.5400 ,,,,
-2.0900 ,2.4200 ,,,,
-2.0860 ,2.3400 ,,,,
-2.0830 ,2.3000 ,,,,
-2.0800 ,2.2600 ,,,,
-2.0770 ,2.1000 ,,,,
-2.0740 ,1.9400 ,,,,
-2.0700 ,1.8200 ,,,,
-2.0670 ,1.8600 ,,,,
-2.0640 ,1.8200 ,,,,
-2.0610 ,1.7000 ,,,,
-2.0580 ,1.5000 ,,,,
-2.0540 ,1.4200 ,,,,
-2.0510 ,1.4200 ,,,,
-2.0480 ,1.4200 ,,,,
-2.0450 ,1.3400 ,,,,
-2.0420 ,1.1800 ,,,,
-2.0380 ,1.0600 ,,,,
-2.0350 ,0.9800 ,,,,
-2.0320 ,1.0600 ,,,,
-2.0290 ,1.0600 ,,,,
-2.0260 ,0.9000 ,,,,
-2.0220 ,0.7000 ,,,,
-2.0190 ,0.7000 ,,,,
-2.0160 ,0.7400 ,,,,
-2.0130 ,0.7400 ,,,,
-2.0100 ,0.6600 ,,,,
-2.0060 ,0.4600 ,,,,
-2.0030 ,0.3800 ,,,,
-2.0000 ,0.4600 ,,,,
-1.9970 ,0.5000 ,,,,
-1.9940 ,0.4200 ,,,,
-1.9900 ,0.2200 ,,,,
-1.9870 ,0.1400 ,,,,
-1.9840 ,0.1800 ,,,,
-1.9810 ,0.3000 ,,,,
-1.9780 ,0.2600 ,,,,
-1.9740 ,0.1000 ,,,,
-1.9710 ,-0.0200 ,,,,
-1.9680 ,0.0200 ,,,,
-1.9650 ,0.1400 ,,,,
-1.9620 ,0.1800 ,,,,
-1.9580 ,0.0600 ,,,,
-1.9550 ,-0.0600 ,,,,
-1.9520 ,-0.0600 ,,,,
-1.9490 ,0.0600 ,,,,
-1.9460 ,0.1800 ,,,,
-1.9420 ,0.1000 ,,,,
-1.9390 ,-0.0200 ,,,,
-1.9360 ,-0.0200 ,,,,
-1.9330 ,0.1000 ,,,,
-1.9300 ,0.2600 ,,,,
-1.9260 ,0.2200 ,,,,
-1.9230 ,0.1400 ,,,,
-1.9200 ,0.1000 ,,,,
-1.9170 ,0.1800 ,,,,
-1.9140 ,0.3400 ,,,,
-1.9100 ,0.3800 ,,,,
-1.9070 ,0.3400 ,,,,
-1.9040 ,0.2600 ,,,,
-1.9010 ,0.3800 ,,,,
-1.8980 ,0.5000 ,,,,
-1.8940 ,0.5400 ,,,,
-1.8910 ,0.5000 ,,,,
-1.8880 ,0.4200 ,,,,
-1.8850 ,0.4600 ,,,,
-1.8820 ,0.5800 ,,,,
-1.8780 ,0.6600 ,,,,
-1.8750 ,0.6200 ,,,,
-1.8720 ,0.5000 ,,,,
-1.8690 ,0.5000 ,,,,
-1.8660 ,0.5800 ,,,,
-1.8620 ,0.7000 ,,,,
-1.8590 ,0.6200 ,,,,
-1.8560 ,0.5000 ,,,,
-1.8530 ,0.4600 ,,,,
-1.8500 ,0.5000 ,,,,
-1.8460 ,0.5800 ,,,,
-1.8430 ,0.5800 ,,,,
-1.8400 ,0.4200 ,,,,
-1.8370 ,0.3400 ,,,,
-1.8340 ,0.3800 ,,,,
-1.8300 ,0.4600 ,,,,
-1.8270 ,0.5000 ,,,,
-1.8240 ,0.3400 ,,,,
-1.8210 ,0.2200 ,,,,
-1.8180 ,0.1800 ,,,,
-1.8140 ,0.3000 ,,,,
-1.8110 ,0.3400 ,,,,
-1.8080 ,0.2200 ,,,,
-1.8050 ,0.0600 ,,,,
-1.8020 ,-0.0200 ,,,,
-1.7980 ,0.1000 ,,,,
-1.7950 ,0.1400 ,,,,
-1.7920 ,0.0600 ,,,,
-1.7890 ,-0.1000 ,,,,
-1.7860 ,-0.2200 ,,,,
-1.7820 ,-0.1400 ,,,,
-1.7790 ,-0.0600 ,,,,
-1.7760 ,-0.1000 ,,,,
-1.7730 ,-0.3000 ,,,,
-1.7700 ,-0.4200 ,,,,
-1.7660 ,-0.3800 ,,,,
-1.7630 ,-0.2600 ,,,,
-1.7600 ,-0.3000 ,,,,
-1.7570 ,-0.4200 ,,,,
-1.7540 ,-0.6200 ,,,,
-1.7500 ,-0.5800 ,,,,
-1.7470 ,-0.5400 ,,,,
-1.7440 ,-0.5400 ,,,,
-1.7410 ,-0.5800 ,,,,
-1.7380 ,-0.7000 ,,,,
-1.7340 ,-0.7800 ,,,,
-1.7310 ,-0.7000 ,,,,
-1.7280 ,-0.6600 ,,,,
-1.7250 ,-0.7000 ,,,,
-1.7220 ,-0.8200 ,,,,
-1.7180 ,-0.8600 ,,,,
-1.7150 ,-0.8200 ,,,,
-1.7120 ,-0.7400 ,,,,
-1.7090 ,-0.8200 ,,,,
-1.7060 ,-0.9000 ,,,,
-1.7020 ,-0.9000 ,,,,
-1.6990 ,-0.9000 ,,,,
-1.6960 ,-0.8600 ,,,,
-1.6930 ,-0.8600 ,,,,
-1.6900 ,-0.9000 ,,,,
-1.6860 ,-0.9400 ,,,,
-1.6830 ,-0.9400 ,,,,
-1.6800 ,-0.9400 ,,,,
-1.6770 ,-0.8600 ,,,,
-1.6740 ,-0.9400 ,,,,
-1.6700 ,-0.9800 ,,,,
-1.6670 ,-1.0200 ,,,,
-1.6640 ,-0.9400 ,,,,
-1.6610 ,-0.9400 ,,,,
-1.6580 ,-1.0200 ,,,,
-1.6540 ,-1.0200 ,,,,
-1.6510 ,-1.0200 ,,,,
-1.6480 ,-0.9800 ,,,,
-1.6450 ,-0.9800 ,,,,
-1.6420 ,-0.9400 ,,,,
-1.6380 ,-1.0200 ,,,,
-1.6350 ,-1.0600 ,,,,
-1.6320 ,-1.0200 ,,,,
-1.6290 ,-0.9400 ,,,,
-1.6260 ,-0.9400 ,,,,
-1.6220 ,-0.9800 ,,,,
-1.6190 ,-1.0200 ,,,,
-1.6160 ,-0.9800 ,,,,
-1.6130 ,-0.9800 ,,,,
-1.6100 ,-0.9800 ,,,,
-1.6060 ,-1.0200 ,,,,
-1.6030 ,-0.9800 ,,,,
-1.6000 ,-0.9800 ,,,,
-1.5970 ,-0.9400 ,,,,
-1.5940 ,-0.9800 ,,,,
-1.5900 ,-0.9800 ,,,,
-1.5870 ,-0.9800 ,,,,
-1.5840 ,-0.9800 ,,,,
-1.5810 ,-0.9800 ,,,,
-1.5780 ,-0.9800 ,,,,
-1.5740 ,-0.9800 ,,,,
-1.5710 ,-0.9800 ,,,,
-1.5680 ,-0.9800 ,,,,
-1.5650 ,-0.9800 ,,,,
-1.5620 ,-0.9800 ,,,,
-1.5580 ,-1.0200 ,,,,
-1.5550 ,-1.0200 ,,,,
-1.5520 ,-1.0600 ,,,,
-1.5490 ,-1.0600 ,,,,
-1.5460 ,-1.0200 ,,,,
-1.5420 ,-1.0200 ,,,,
-1.5390 ,-1.0600 ,,,,
-1.5360 ,-1.0600 ,,,,
-1.5330 ,-1.1000 ,,,,
-1.5300 ,-1.1000 ,,,,
-1.5260 ,-1.1000 ,,,,
-1.5230 ,-1.1000 ,,,,
-1.5200 ,-1.1000 ,,,,
-1.5170 ,-1.1400 ,,,,
-1.5140 ,-1.1400 ,,,,
-1.5100 ,-1.1400 ,,,,
-1.5070 ,-1.1000 ,,,,
-1.5040 ,-1.1000 ,,,,
-1.5010 ,-1.0600 ,,,,
-1.4980 ,-1.0200 ,,,,
-1.4940 ,-0.9000 ,,,,
-1.4910 ,-0.8600 ,,,,
-1.4880 ,-0.7800 ,,,,
-1.4850 ,-0.6600 ,,,,
-1.4820 ,-0.5400 ,,,,
-1.4780 ,-0.4200 ,,,,
-1.4750 ,-0.2600 ,,,,
-1.4720 ,-0.1400 ,,,,
-1.4690 ,0.0600 ,,,,
-1.4660 ,0.2200 ,,,,
-1.4620 ,0.4200 ,,,,
-1.4590 ,0.6200 ,,,,
-1.4560 ,0.8200 ,,,,
-1.4530 ,1.0600 ,,,,
-1.4500 ,1.2200 ,,,,
-1.4460 ,1.3800 ,,,,
-1.4430 ,1.6200 ,,,,
-1.4400 ,1.8600 ,,,,
-1.4370 ,2.0600 ,,,,
-1.4340 ,2.1800 ,,,,
-1.4300 ,2.2200 ,,,,
-1.4270 ,2.3000 ,,,,
-1.4240 ,2.4600 ,,,,
-1.4210 ,2.5800 ,,,,
-1.4180 ,2.7000 ,,,,
-1.4140 ,2.7400 ,,,,
-1.4110 ,2.7400 ,,,,
-1.4080 ,2.7400 ,,,,
-1.4050 ,2.8600 ,,,,
-1.4020 ,2.9000 ,,,,
-1.3980 ,2.8600 ,,,,
-1.3950 ,2.7400 ,,,,
-1.3920 ,2.7000 ,,,,
-1.3890 ,2.6600 ,,,,
-1.3860 ,2.7000 ,,,,
-1.3820 ,2.6200 ,,,,
-1.3790 ,2.5000 ,,,,
-1.3760 ,2.3400 ,,,,
-1.3730 ,2.3000 ,,,,
-1.3700 ,2.2600 ,,,,
-1.3660 ,2.2600 ,,,,
-1.3630 ,2.1000 ,,,,
-1.3600 ,1.9400 ,,,,
-1.3570 ,1.8600 ,,,,
-1.3540 ,1.8200 ,,,,
-1.3500 ,1.8200 ,,,,
-1.3470 ,1.7800 ,,,,
-1.3440 ,1.5400 ,,,,
-1.3410 ,1.4200 ,,,,
-1.3380 ,1.3800 ,,,,
-1.3340 ,1.4200 ,,,,
-1.3310 ,1.3000 ,,,,
-1.3280 ,1.1400 ,,,,
-1.3250 ,0.9800 ,,,,
-1.3220 ,0.9400 ,,,,
-1.3180 ,0.9400 ,,,,
-1.3150 ,0.9400 ,,,,
-1.3120 ,0.7800 ,,,,
-1.3090 ,0.5400 ,,,,
-1.3060 ,0.4600 ,,,,
-1.3020 ,0.5000 ,,,,
-1.2990 ,0.5000 ,,,,
-1.2960 ,0.3800 ,,,,
-1.2930 ,0.1800 ,,,,
-1.2900 ,0.0600 ,,,,
-1.2860 ,0.1000 ,,,,
-1.2830 ,0.1800 ,,,,
-1.2800 ,0.1000 ,,,,
-1.2770 ,-0.0600 ,,,,
-1.2740 ,-0.2200 ,,,,
-1.2700 ,-0.1800 ,,,,
-1.2670 ,-0.1000 ,,,,
-1.2640 ,-0.0600 ,,,,
-1.2610 ,-0.2200 ,,,,
-1.2580 ,-0.3800 ,,,,
-1.2540 ,-0.3800 ,,,,
-1.2510 ,-0.2600 ,,,,
-1.2480 ,-0.1800 ,,,,
-1.2450 ,-0.2600 ,,,,
-1.2420 ,-0.4200 ,,,,
-1.2380 ,-0.4600 ,,,,
-1.2350 ,-0.3400 ,,,,
-1.2320 ,-0.2200 ,,,,
-1.2290 ,-0.2200 ,,,,
-1.2260 ,-0.3800 ,,,,
-1.2220 ,-0.3800 ,,,,
-1.2190 ,-0.3000 ,,,,
-1.2160 ,-0.1400 ,,,,
-1.2130 ,-0.1000 ,,,,
-1.2100 ,-0.2200 ,,,,
-1.2060 ,-0.3000 ,,,,
-1.2030 ,-0.2200 ,,,,
-1.2000 ,-0.0600 ,,,,
-1.1970 ,0.0600 ,,,,
-1.1940 ,-0.0200 ,,,,
-1.1900 ,-0.1400 ,,,,
-1.1870 ,-0.1000 ,,,,
-1.1840 ,0.1000 ,,,,
-1.1810 ,0.1800 ,,,,
-1.1780 ,0.1000 ,,,,
-1.1740 ,0.0600 ,,,,
-1.1710 ,0.0200 ,,,,
-1.1680 ,0.1400 ,,,,
-1.1650 ,0.2600 ,,,,
-1.1620 ,0.2600 ,,,,
-1.1580 ,0.1400 ,,,,
-1.1550 ,0.1000 ,,,,
-1.1520 ,0.1800 ,,,,
-1.1490 ,0.2600 ,,,,
-1.1460 ,0.3000 ,,,,
-1.1420 ,0.1800 ,,,,
-1.1390 ,0.1000 ,,,,
-1.1360 ,0.1400 ,,,,
-1.1330 ,0.2600 ,,,,
-1.1300 ,0.3000 ,,,,
-1.1260 ,0.1800 ,,,,
-1.1230 ,0.0200 ,,,,
-1.1200 ,0.0200 ,,,,
-1.1170 ,0.1400 ,,,,
-1.1140 ,0.2200 ,,,,
-1.1100 ,0.1400 ,,,,
-1.1070 ,-0.0200 ,,,,
-1.1040 ,-0.1000 ,,,,
-1.1010 ,-0.0200 ,,,,
-1.0980 ,0.0600 ,,,,
-1.0940 ,0.0200 ,,,,
-1.0910 ,-0.1400 ,,,,
-1.0880 ,-0.2600 ,,,,
-1.0850 ,-0.1800 ,,,,
-1.0820 ,-0.1000 ,,,,
-1.0780 ,-0.0600 ,,,,
-1.0750 ,-0.2600 ,,,,
-1.0720 ,-0.3800 ,,,,
-1.0690 ,-0.3400 ,,,,
-1.0660 ,-0.2600 ,,,,
-1.0620 ,-0.1800 ,,,,
-1.0590 ,-0.3400 ,,,,
-1.0560 ,-0.5000 ,,,,
-1.0530 ,-0.5000 ,,,,
-1.0500 ,-0.4200 ,,,,
-1.0460 ,-0.3000 ,,,,
-1.0430 ,-0.3800 ,,,,
-1.0400 ,-0.5400 ,,,,
-1.0370 ,-0.6200 ,,,,
-1.0340 ,-0.5800 ,,,,
-1.0300 ,-0.5000 ,,,,
-1.0270 ,-0.5400 ,,,,
-1.0240 ,-0.6600 ,,,,
-1.0210 ,-0.7400 ,,,,
-1.0180 ,-0.7400 ,,,,
-1.0140 ,-0.6200 ,,,,
-1.0110 ,-0.6200 ,,,,
-1.0080 ,-0.7400 ,,,,
-1.0050 ,-0.8200 ,,,,
-1.0020 ,-0.8200 ,,,,
-0.9984 ,-0.7400 ,,,,
-0.9952 ,-0.7000 ,,,,
-0.9920 ,-0.7800 ,,,,
-0.9888 ,-0.8600 ,,,,
-0.9856 ,-0.8600 ,,,,
-0.9824 ,-0.8200 ,,,,
-0.9792 ,-0.8200 ,,,,
-0.9760 ,-0.8600 ,,,,
-0.9728 ,-0.9400 ,,,,
-0.9696 ,-0.9800 ,,,,
-0.9664 ,-0.9400 ,,,,
-0.9632 ,-0.9000 ,,,,
-0.9600 ,-0.9000 ,,,,
-0.9568 ,-1.0200 ,,,,
-0.9536 ,-1.0200 ,,,,
-0.9504 ,-0.9800 ,,,,
-0.9472 ,-0.9400 ,,,,
-0.9440 ,-0.9800 ,,,,
-0.9408 ,-1.0200 ,,,,
