TIME,CH1,SBP,DBP,Model,TBS1102C
-2.032,-2.18,,,,
-2.029,-2.18,,,,
-2.026,-2.22,,,,
-2.022,-2.26,,,,
-2.019,-2.3,,,,
-2.016,-2.3,,,,
-2.013,-2.34,,,,
-2.01,-2.34,,,,
-2.006,-2.38,,,,
-2.003,-2.46,,,,
-2,-2.46,,,,
-1.997,-2.54,,,,
-1.994,-2.62,,,,
-1.99,-2.66,,,,
-1.987,-2.74,,,,
-1.984,-2.74,,,,
-1.981,-2.82,,,,
-1.978,-2.86,,,,
-1.974,-2.9,,,,
-1.971,-2.94,,,,
-1.968,-2.98,,,,
-1.965,-3.02,,,,
-1.962,-3.02,,,,
-1.958,-3.06,,,,
-1.955,-3.02,,,,
-1.952,-2.98,,,,
-1.949,-2.94,,,,
-1.946,-2.9,,,,
-1.942,-2.78,,,,
-1.939,-2.74,,,,
-1.936,-2.58,,,,
-1.933,-2.46,,,,
-1.93,-2.26,,,,
-1.926,-2.02,,,,
-1.923,-1.82,,,,
-1.92,-1.58,,,,
-1.917,-1.34,,,,
-1.914,-1.02,,,,
-1.91,-0.74,,,,
-1.907,-0.46,,,,
-1.904,-0.14,,,,
-1.901,0.18,,,,
-1.898,0.46,,,,
-1.894,0.74,,,,
-1.891,1.1,,,,
-1.888,1.42,,,,
-1.885,1.74,,,,
-1.882,2.02,,,,
-1.878,2.14,,,,
-1.875,2.34,,,,
-1.872,2.5,,,,
-1.869,2.74,,,,
-1.866,2.94,,,,
-1.862,3.22,,,,
-1.859,3.46,,,,
-1.856,3.62,,,,
-1.853,3.66,,,,
-1.85,3.62,,,,
-1.846,3.62,,,,
-1.843,3.58,,,,
-1.84,3.58,,,,
-1.837,3.54,,,,
-1.834,3.42,,,,
-1.83,3.1,,,,
-1.827,2.86,,,,
-1.824,2.74,,,,
-1.821,2.7,,,,
-1.818,2.58,,,,
-1.814,2.34,,,,
-1.811,2.14,,,,
-1.808,2.02,,,,
-1.805,2.02,,,,
-1.802,1.98,,,,
-1.798,1.82,,,,
-1.795,1.62,,,,
-1.792,1.5,,,,
-1.789,1.5,,,,
-1.786,1.58,,,,
-1.782,1.5,,,,
-1.779,1.38,,,,
-1.776,1.34,,,,
-1.773,1.34,,,,
-1.77,1.46,,,,
-1.766,1.5,,,,
-1.763,1.5,,,,
-1.76,1.42,,,,
-1.757,1.46,,,,
-1.754,1.54,,,,
-1.75,1.66,,,,
-1.747,1.66,,,,
-1.744,1.66,,,,
-1.741,1.62,,,,
-1.738,1.66,,,,
-1.734,1.82,,,,
-1.731,1.82,,,,
-1.728,1.78,,,,
-1.725,1.66,,,,
-1.722,1.62,,,,
-1.718,1.7,,,,
-1.715,1.66,,,,
-1.712,1.62,,,,
-1.709,1.46,,,,
-1.706,1.34,,,,
-1.702,1.34,,,,
-1.699,1.3,,,,
-1.696,1.26,,,,
-1.693,1.06,,,,
-1.69,0.9,,,,
-1.686,0.86,,,,
-1.683,0.9,,,,
-1.68,0.86,,,,
-1.677,0.66,,,,
-1.674,0.46,,,,
-1.67,0.42,,,,
-1.667,0.5,,,,
-1.664,0.5,,,,
-1.661,0.38,,,,
-1.658,0.22,,,,
-1.654,0.18,,,,
-1.651,0.22,,,,
-1.648,0.34,,,,
-1.645,0.26,,,,
-1.642,0.14,,,,
-1.638,0.06,,,,
-1.635,0.1,,,,
-1.632,0.26,,,,
-1.629,0.22,,,,
-1.626,0.06,,,,
-1.622,-0.02,,,,
-1.619,0.02,,,,
-1.616,0.18,,,,
-1.613,0.18,,,,
-1.61,0.1,,,,
-1.606,-0.02,,,,
-1.603,-0.02,,,,
-1.6,0.14,,,,
-1.597,0.22,,,,
-1.594,0.14,,,,
-1.59,0.06,,,,
-1.587,0.02,,,,
-1.584,0.14,,,,
-1.581,0.3,,,,
-1.578,0.26,,,,
-1.574,0.14,,,,
-1.571,0.1,,,,
-1.568,0.22,,,,
-1.565,0.3,,,,
-1.562,0.34,,,,
-1.558,0.22,,,,
-1.555,0.1,,,,
-1.552,0.1,,,,
-1.549,0.18,,,,
-1.546,0.22,,,,
-1.542,0.02,,,,
-1.539,-0.1,,,,
-1.536,-0.18,,,,
-1.533,-0.1,,,,
-1.53,-0.06,,,,
-1.526,-0.22,,,,
-1.523,-0.42,,,,
-1.52,-0.5,,,,
-1.517,-0.54,,,,
-1.514,-0.5,,,,
-1.51,-0.54,,,,
-1.507,-0.74,,,,
-1.504,-0.78,,,,
-1.501,-0.78,,,,
-1.498,-0.78,,,,
-1.494,-0.78,,,,
-1.491,-0.86,,,,
-1.488,-0.98,,,,
-1.485,-0.94,,,,
-1.482,-0.9,,,,
-1.478,-0.9,,,,
-1.475,-0.98,,,,
-1.472,-1.02,,,,
-1.469,-1.02,,,,
-1.466,-0.98,,,,
-1.462,-0.98,,,,
-1.459,-1.02,,,,
-1.456,-1.1,,,,
-1.453,-1.14,,,,
-1.45,-1.1,,,,
-1.446,-1.06,,,,
-1.443,-1.1,,,,
-1.44,-1.18,,,,
-1.437,-1.22,,,,
-1.434,-1.22,,,,
-1.43,-1.18,,,,
-1.427,-1.22,,,,
-1.424,-1.3,,,,
-1.421,-1.34,,,,
-1.418,-1.34,,,,
-1.414,-1.34,,,,
-1.411,-1.34,,,,
-1.408,-1.38,,,,
-1.405,-1.42,,,,
-1.402,-1.42,,,,
-1.398,-1.42,,,,
-1.395,-1.38,,,,
-1.392,-1.42,,,,
-1.389,-1.46,,,,
-1.386,-1.42,,,,
-1.382,-1.42,,,,
-1.379,-1.38,,,,
-1.376,-1.42,,,,
-1.373,-1.42,,,,
-1.37,-1.38,,,,
-1.366,-1.42,,,,
-1.363,-1.42,,,,
-1.36,-1.38,,,,
-1.357,-1.42,,,,
-1.354,-1.46,,,,
-1.35,-1.42,,,,
-1.347,-1.46,,,,
-1.344,-1.5,,,,
-1.341,-1.54,,,,
-1.338,-1.58,,,,
-1.334,-1.58,,,,
-1.331,-1.62,,,,
-1.328,-1.58,,,,
-1.325,-1.66,,,,
-1.322,-1.7,,,,
-1.318,-1.66,,,,
-1.315,-1.7,,,,
-1.312,-1.74,,,,
-1.309,-1.7,,,,
-1.306,-1.74,,,,
-1.302,-1.78,,,,
-1.299,-1.78,,,,
-1.296,-1.82,,,,
-1.293,-1.82,,,,
-1.29,-1.82,,,,
-1.286,-1.86,,,,
-1.283,-1.9,,,,
-1.28,-1.9,,,,
-1.277,-1.94,,,,
-1.274,-1.98,,,,
-1.27,-2.02,,,,
-1.267,-2.02,,,,
-1.264,-2.02,,,,
-1.261,-2.06,,,,
-1.258,-2.14,,,,
-1.254,-2.14,,,,
-1.251,-2.18,,,,
-1.248,-2.22,,,,
-1.245,-2.22,,,,
-1.242,-2.26,,,,
-1.238,-2.22,,,,
-1.235,-2.26,,,,
-1.232,-2.22,,,,
-1.229,-2.18,,,,
-1.226,-2.14,,,,
-1.222,-2.02,,,,
-1.219,-1.86,,,,
-1.216,-1.74,,,,
-1.213,-1.54,,,,
-1.21,-1.3,,,,
-1.206,-1.06,,,,
-1.203,-0.78,,,,
-1.2,-0.46,,,,
-1.197,-0.18,,,,
-1.194,0.18,,,,
-1.19,0.5,,,,
-1.187,0.86,,,,
-1.184,1.18,,,,
-1.181,1.54,,,,
-1.178,1.86,,,,
-1.174,2.06,,,,
-1.171,2.26,,,,
-1.168,2.5,,,,
-1.165,2.74,,,,
-1.162,3.02,,,,
-1.158,3.3,,,,
-1.155,3.54,,,,
-1.152,3.66,,,,
-1.149,3.7,,,,
-1.146,3.66,,,,
-1.142,3.66,,,,
-1.139,3.7,,,,
-1.136,3.66,,,,
-1.133,3.66,,,,
-1.13,3.66,,,,
-1.126,3.62,,,,
-1.123,3.42,,,,
-1.12,3.1,,,,
-1.117,2.9,,,,
-1.114,2.82,,,,
-1.11,2.74,,,,
-1.107,2.54,,,,
-1.104,2.34,,,,
-1.101,2.18,,,,
-1.098,2.14,,,,
-1.094,2.1,,,,
-1.091,2.02,,,,
-1.088,1.9,,,,
-1.085,1.74,,,,
-1.082,1.7,,,,
-1.078,1.74,,,,
-1.075,1.74,,,,
-1.072,1.62,,,,
-1.069,1.5,,,,
-1.066,1.46,,,,
-1.062,1.54,,,,
-1.059,1.58,,,,
-1.056,1.58,,,,
-1.053,1.46,,,,
-1.05,1.38,,,,
-1.046,1.46,,,,
-1.043,1.54,,,,
-1.04,1.58,,,,
-1.037,1.54,,,,
-1.034,1.46,,,,
-1.03,1.5,,,,
-1.027,1.62,,,,
-1.024,1.66,,,,
-1.021,1.66,,,,
-1.018,1.58,,,,
-1.014,1.5,,,,
-1.011,1.62,,,,
-1.008,1.66,,,,
-1.005,1.66,,,,
-1.002,1.58,,,,
-0.9984,1.46,,,,
-0.9952,1.46,,,,
-0.992,1.5,,,,
-0.9888,1.5,,,,
-0.9856,1.38,,,,
-0.9824,1.14,,,,
-0.9792,1.06,,,,
-0.976,1.06,,,,
-0.9728,1.06,,,,
-0.9696,0.9,,,,
-0.9664,0.66,,,,
-0.9632,0.5,,,,
-0.96,0.5,,,,
-0.9568,0.54,,,,
-0.9536,0.42,,,,
-0.9504,0.18,,,,
-0.9472,0.02,,,,
-0.944,-0.02,,,,
-0.9408,0.06,,,,
-0.9376,0.06,,,,
-0.9344,-0.1,,,,
-0.9312,-0.26,,,,
-0.928,-0.22,,,,
-0.9248,-0.14,,,,
-0.9216,-0.02,,,,
-0.9184,-0.1,,,,
-0.9152,-0.22,,,,
-0.912,-0.26,,,,
-0.9088,-0.06,,,,
-0.9056,0.02,,,,
-0.9024,0.06,,,,
-0.8992,-0.1,,,,
-0.896,-0.1,,,,
-0.8928,-0.02,,,,
-0.8896,0.14,,,,
-0.8864,0.18,,,,
-0.8832,0.06,,,,
-0.88,-0.06,,,,
-0.8768,0.02,,,,
-0.8736,0.14,,,,
-0.8704,0.18,,,,
-0.8672,0.06,,,,
-0.864,-0.06,,,,
-0.8608,-0.1,,,,
-0.8576,0.02,,,,
-0.8544,0.06,,,,
-0.8512,-0.06,,,,
-0.848,-0.22,,,,
-0.8448,-0.34,,,,
-0.8416,-0.22,,,,
-0.8384,-0.14,,,,
-0.8352,-0.3,,,,
-0.832,-0.46,,,,
-0.8288,-0.54,,,,
-0.8256,-0.54,,,,
-0.8224,-0.5,,,,
-0.8192,-0.54,,,,
-0.816,-0.66,,,,
-0.8128,-0.78,,,,
-0.8096,-0.78,,,,
-0.8064,-0.7,,,,
-0.8032,-0.74,,,,
-0.8,-0.82,,,,
-0.7968,-0.94,,,,
-0.7936,-0.98,,,,
-0.7904,-0.94,,,,
-0.7872,-0.9,,,,
-0.784,-0.98,,,,
-0.7808,-1.1,,,,
-0.7776,-1.18,,,,
-0.7744,-1.14,,,,
-0.7712,-1.1,,,,
-0.768,-1.22,,,,
-0.7648,-1.3,,,,
-0.7616,-1.38,,,,
-0.7584,-1.38,,,,
-0.7552,-1.38,,,,
-0.752,-1.38,,,,
-0.7488,-1.5,,,,
-0.7456,-1.54,,,,
-0.7424,-1.58,,,,
-0.7392,-1.5,,,,
-0.736,-1.54,,,,
-0.7328,-1.58,,,,
-0.7296,-1.62,,,,
-0.7264,-1.66,,,,
-0.7232,-1.62,,,,
-0.72,-1.54,,,,
-0.7168,-1.58,,,,
-0.7136,-1.62,,,,
-0.7104,-1.58,,,,
-0.7072,-1.58,,,,
-0.704,-1.54,,,,
-0.7008,-1.58,,,,
-0.6976,-1.58,,,,
-0.6944,-1.58,,,,
-0.6912,-1.54,,,,
-0.688,-1.54,,,,
-0.6848,-1.54,,,,
-0.6816,-1.54,,,,
-0.6784,-1.58,,,,
-0.6752,-1.54,,,,
-0.672,-1.54,,,,
-0.6688,-1.54,,,,
-0.6656,-1.58,,,,
-0.6624,-1.58,,,,
-0.6592,-1.54,,,,
-0.656,-1.46,,,,
-0.6528,-1.46,,,,
-0.6496,-1.38,,,,
-0.6464,-1.38,,,,
-0.6432,-1.34,,,,
-0.64,-1.3,,,,
-0.6368,-1.26,,,,
-0.6336,-1.22,,,,
-0.6304,-1.18,,,,
-0.6272,-1.18,,,,
-0.624,-1.14,,,,
-0.6208,-1.14,,,,
-0.6176,-1.1,,,,
-0.6144,-1.18,,,,
-0.6112,-1.14,,,,
-0.608,-1.18,,,,
-0.6048,-1.18,,,,
-0.6016,-1.22,,,,
-0.5984,-1.22,,,,
-0.5952,-1.3,,,,
-0.592,-1.26,,,,
-0.5888,-1.3,,,,
-0.5856,-1.3,,,,
-0.5824,-1.34,,,,
-0.5792,-1.34,,,,
-0.576,-1.42,,,,
-0.5728,-1.38,,,,
-0.5696,-1.38,,,,
-0.5664,-1.42,,,,
-0.5632,-1.42,,,,
-0.56,-1.42,,,,
-0.5568,-1.42,,,,
-0.5536,-1.42,,,,
-0.5504,-1.42,,,,
-0.5472,-1.5,,,,
-0.544,-1.46,,,,
-0.5408,-1.46,,,,
-0.5376,-1.5,,,,
-0.5344,-1.46,,,,
-0.5312,-1.42,,,,
-0.528,-1.46,,,,
-0.5248,-1.42,,,,
-0.5216,-1.42,,,,
-0.5184,-1.38,,,,
-0.5152,-1.38,,,,
-0.512,-1.3,,,,
-0.5088,-1.3,,,,
-0.5056,-1.26,,,,
-0.5024,-1.26,,,,
-0.4992,-1.18,,,,
-0.496,-1.1,,,,
-0.4928,-1.02,,,,
-0.4896,-0.9,,,,
-0.4864,-0.78,,,,
-0.4832,-0.62,,,,
-0.48,-0.46,,,,
-0.4768,-0.22,,,,
-0.4736,0.02,,,,
-0.4704,0.26,,,,
-0.4672,0.5,,,,
-0.464,0.82,,,,
-0.4608,1.14,,,,
-0.4576,1.46,,,,
-0.4544,1.86,,,,
-0.4512,2.1,,,,
-0.448,2.46,,,,
-0.4448,2.82,,,,
-0.4416,3.14,,,,
-0.4384,3.46,,,,
-0.4352,3.62,,,,
-0.432,3.66,,,,
-0.4288,3.7,,,,
-0.4256,3.7,,,,
-0.4224,3.66,,,,
-0.4192,3.7,,,,
-0.416,3.7,,,,
-0.4128,3.66,,,,
-0.4096,3.66,,,,
-0.4064,3.7,,,,
-0.4032,3.66,,,,
-0.4,3.66,,,,
-0.3968,3.66,,,,
-0.3936,3.7,,,,
-0.3904,3.7,,,,
-0.3872,3.7,,,,
-0.384,3.74,,,,
-0.3808,3.7,,,,
-0.3776,3.7,,,,
-0.3744,3.7,,,,
-0.3712,3.74,,,,
-0.368,3.74,,,,
-0.3648,3.7,,,,
-0.3616,3.7,,,,
-0.3584,3.7,,,,
-0.3552,3.7,,,,
-0.352,3.7,,,,
-0.3488,3.7,,,,
-0.3456,3.66,,,,
-0.3424,3.7,,,,
-0.3392,3.66,,,,
-0.336,3.7,,,,
-0.3328,3.66,,,,
-0.3296,3.7,,,,
-0.3264,3.66,,,,
-0.3232,3.62,,,,
-0.32,3.54,,,,
-0.3168,3.46,,,,
-0.3136,3.42,,,,
-0.3104,3.46,,,,
-0.3072,3.54,,,,
-0.304,3.58,,,,
-0.3008,3.66,,,,
-0.2976,3.62,,,,
-0.2944,3.58,,,,
-0.2912,3.5,,,,
-0.288,3.5,,,,
-0.2848,3.46,,,,
-0.2816,3.5,,,,
-0.2784,3.58,,,,
-0.2752,3.5,,,,
-0.272,3.26,,,,
-0.2688,3.14,,,,
-0.2656,3.06,,,,
-0.2624,3.02,,,,
-0.2592,2.94,,,,
-0.256,2.74,,,,
-0.2528,2.5,,,,
-0.2496,2.34,,,,
-0.2464,2.26,,,,
-0.2432,2.26,,,,
-0.24,2.1,,,,
-0.2368,1.86,,,,
-0.2336,1.7,,,,
-0.2304,1.62,,,,
-0.2272,1.66,,,,
-0.224,1.58,,,,
-0.2208,1.38,,,,
-0.2176,1.22,,,,
-0.2144,1.14,,,,
-0.2112,1.22,,,,
-0.208,1.26,,,,
-0.2048,1.18,,,,
-0.2016,1.06,,,,
-0.1984,1.02,,,,
-0.1952,1.1,,,,
-0.192,1.14,,,,
-0.1888,1.22,,,,
-0.1856,1.1,,,,
-0.1824,1.1,,,,
-0.1792,1.18,,,,
-0.176,1.26,,,,
-0.1728,1.34,,,,
-0.1696,1.26,,,,
-0.1664,1.18,,,,
-0.1632,1.22,,,,
-0.16,1.26,,,,
-0.1568,1.34,,,,
-0.1536,1.26,,,,
-0.1504,1.18,,,,
-0.1472,1.1,,,,
-0.144,1.14,,,,
-0.1408,1.18,,,,
-0.1376,1.14,,,,
-0.1344,1.02,,,,
-0.1312,0.9,,,,
-0.128,0.9,,,,
-0.1248,0.98,,,,
-0.1216,0.98,,,,
-0.1184,0.86,,,,
-0.1152,0.74,,,,
-0.112,0.74,,,,
-0.1088,0.82,,,,
-0.1056,0.9,,,,
-0.1024,0.86,,,,
-0.0992,0.7,,,,
-0.096,0.7,,,,
-0.0928,0.74,,,,
-0.0896,0.82,,,,
-0.0864,0.78,,,,
-0.0832,0.66,,,,
-0.08,0.54,,,,
-0.0768,0.62,,,,
-0.0736,0.7,,,,
-0.0704,0.66,,,,
-0.0672,0.46,,,,
-0.064,0.34,,,,
-0.0608,0.3,,,,
-0.0576,0.38,,,,
-0.0544,0.34,,,,
-0.0512,0.22,,,,
-0.048,-0.02,,,,
-0.0448,-0.1,,,,
-0.0416,-0.02,,,,
-0.0384,0.02,,,,
-0.0352,-0.14,,,,
-0.032,-0.3,,,,
-0.0288,-0.42,,,,
-0.0256,-0.34,,,,
-0.0224,-0.3,,,,
-0.0192,-0.42,,,,
-0.016,-0.58,,,,
-0.0128,-0.62,,,,
-0.0096,-0.66,,,,
-0.0064,-0.58,,,,
-0.0032,-0.62,,,,
0,-0.7,,,,
0.0032,-0.78,,,,
0.0064,-0.78,,,,
0.0096,-0.7,,,,
0.0128,-0.66,,,,
