TIME,CH1,SBP,DBP,Model,TBS1102C
-1.20600 ,-0.4,,,,
-1.20300 ,-0.4,,,,
-1.20000 ,-0.4,,,,
-1.19700 ,-0.44,,,,
-1.19400 ,-0.44,,,,
-1.19000 ,-0.4,,,,
-1.18700 ,-0.4,,,,
-1.18400 ,-0.4,,,,
-1.18100 ,-0.4,,,,
-1.17800 ,-0.4,,,,
-1.17400 ,-0.4,,,,
-1.17100 ,-0.4,,,,
-1.16800 ,-0.36,,,,
-1.16500 ,-0.4,,,,
-1.16200 ,-0.4,,,,
-1.15800 ,-0.4,,,,
-1.15500 ,-0.36,,,,
-1.15200 ,-0.36,,,,
-1.14900 ,-0.32,,,,
-1.14600 ,-0.36,,,,
-1.14200 ,-0.4,,,,
-1.13900 ,-0.36,,,,
-1.13600 ,-0.36,,,,
-1.13300 ,-0.36,,,,
-1.13000 ,-0.4,,,,
-1.12600 ,-0.4,,,,
-1.12300 ,-0.44,,,,
-1.12000 ,-0.44,,,,
-1.11700 ,-0.44,,,,
-1.11400 ,-0.48,,,,
-1.11000 ,-0.52,,,,
-1.10700 ,-0.48,,,,
-1.10400 ,-0.48,,,,
-1.10100 ,-0.48,,,,
-1.09800 ,-0.52,,,,
-1.09400 ,-0.48,,,,
-1.09100 ,-0.48,,,,
-1.08800 ,-0.44,,,,
-1.08500 ,-0.4,,,,
-1.08200 ,-0.4,,,,
-1.07800 ,-0.44,,,,
-1.07500 ,-0.36,,,,
-1.07200 ,-0.32,,,,
-1.06900 ,-0.28,,,,
-1.06600 ,-0.28,,,,
-1.06200 ,-0.24,,,,
-1.05900 ,-0.28,,,,
-1.05600 ,-0.2,,,,
-1.05300 ,-0.2,,,,
-1.05000 ,-0.2,,,,
-1.04600 ,-0.2,,,,
-1.04300 ,-0.2,,,,
-1.04000 ,-0.2,,,,
-1.03700 ,-0.2,,,,
-1.03400 ,-0.2,,,,
-1.03000 ,-0.2,,,,
-1.02700 ,-0.24,,,,
-1.02400 ,-0.24,,,,
-1.02100 ,-0.2,,,,
-1.01800 ,-0.2,,,,
-1.01400 ,-0.28,,,,
-1.01100 ,-0.28,,,,
-1.00800 ,-0.28,,,,
-1.00500 ,-0.28,,,,
-1.00200 ,-0.28,,,,
-0.99840 ,-0.24,,,,
-0.99520 ,-0.28,,,,
-0.99200 ,-0.28,,,,
-0.98880 ,-0.2,,,,
-0.98560 ,-0.24,,,,
-0.98240 ,-0.2,,,,
-0.97920 ,-0.2,,,,
-0.97600 ,-0.2,,,,
-0.97280 ,-0.2,,,,
-0.96960 ,-0.2,,,,
-0.96640 ,-0.2,,,,
-0.96320 ,-0.24,,,,
-0.96000 ,-0.24,,,,
-0.95680 ,-0.2,,,,
-0.95360 ,-0.2,,,,
-0.95040 ,-0.2,,,,
-0.94720 ,-0.24,,,,
-0.94400 ,-0.24,,,,
-0.94080 ,-0.24,,,,
-0.93760 ,-0.24,,,,
-0.93440 ,-0.2,,,,
-0.93120 ,-0.24,,,,
-0.92800 ,-0.28,,,,
-0.92480 ,-0.24,,,,
-0.92160 ,-0.24,,,,
-0.91840 ,-0.24,,,,
-0.91520 ,-0.28,,,,
-0.91200 ,-0.28,,,,
-0.90880 ,-0.28,,,,
-0.90560 ,-0.24,,,,
-0.90240 ,-0.2,,,,
-0.89920 ,-0.16,,,,
-0.89600 ,-0.16,,,,
-0.89280 ,-0.12,,,,
-0.88960 ,-0.08,,,,
-0.88640 ,0.04,,,,
-0.88320 ,0.08,,,,
-0.88000 ,0.12,,,,
-0.87680 ,0.2,,,,
-0.87360 ,0.32,,,,
-0.87040 ,0.4,,,,
-0.86720 ,0.48,,,,
-0.86400 ,0.52,,,,
-0.86080 ,0.6,,,,
-0.85760 ,0.72,,,,
-0.85440 ,0.76,,,,
-0.85120 ,0.92,,,,
-0.84800 ,0.92,,,,
-0.84480 ,0.96,,,,
-0.84160 ,1,,,,
-0.83840 ,1.08,,,,
-0.83520 ,1.12,,,,
-0.83200 ,1.12,,,,
-0.82880 ,1.12,,,,
-0.82560 ,1.12,,,,
-0.82240 ,1.2,,,,
-0.81920 ,1.2,,,,
-0.81600 ,1.16,,,,
-0.81280 ,1.12,,,,
-0.80960 ,1.16,,,,
-0.80640 ,1.12,,,,
-0.80320 ,1.16,,,,
-0.80000 ,1.12,,,,
-0.79680 ,1.08,,,,
-0.79360 ,1.04,,,,
-0.79040 ,1,,,,
-0.78720 ,1,,,,
-0.78400 ,1,,,,
-0.78080 ,0.92,,,,
-0.77760 ,0.88,,,,
-0.77440 ,0.84,,,,
-0.77120 ,0.8,,,,
-0.76800 ,0.8,,,,
-0.76480 ,0.72,,,,
-0.76160 ,0.64,,,,
-0.75840 ,0.64,,,,
-0.75520 ,0.6,,,,
-0.75200 ,0.6,,,,
-0.74880 ,0.6,,,,
-0.74560 ,0.52,,,,
-0.74240 ,0.52,,,,
-0.73920 ,0.52,,,,
-0.73600 ,0.56,,,,
-0.73280 ,0.52,,,,
-0.72960 ,0.44,,,,
-0.72640 ,0.48,,,,
-0.72320 ,0.48,,,,
-0.72000 ,0.52,,,,
-0.71680 ,0.44,,,,
-0.71360 ,0.4,,,,
-0.71040 ,0.4,,,,
-0.70720 ,0.4,,,,
-0.70400 ,0.4,,,,
-0.70080 ,0.36,,,,
-0.69760 ,0.32,,,,
-0.69440 ,0.32,,,,
-0.69120 ,0.32,,,,
-0.68800 ,0.28,,,,
-0.68480 ,0.28,,,,
-0.68160 ,0.2,,,,
-0.67840 ,0.16,,,,
-0.67520 ,0.12,,,,
-0.67200 ,0.12,,,,
-0.66880 ,0.08,,,,
-0.66560 ,-1.19209E-08,,,,
-0.66240 ,-0.04,,,,
-0.65920 ,-0.04,,,,
-0.65600 ,-0.08,,,,
-0.65280 ,-0.12,,,,
-0.64960 ,-0.16,,,,
-0.64640 ,-0.2,,,,
-0.64320 ,-0.2,,,,
-0.64000 ,-0.24,,,,
-0.63680 ,-0.24,,,,
-0.63360 ,-0.24,,,,
-0.63040 ,-0.24,,,,
-0.62720 ,-0.28,,,,
-0.62400 ,-0.28,,,,
-0.62080 ,-0.28,,,,
-0.61760 ,-0.28,,,,
-0.61440 ,-0.28,,,,
-0.61120 ,-0.32,,,,
-0.60800 ,-0.32,,,,
-0.60480 ,-0.32,,,,
-0.60160 ,-0.28,,,,
-0.59840 ,-0.32,,,,
-0.59520 ,-0.32,,,,
-0.59200 ,-0.32,,,,
-0.58880 ,-0.32,,,,
-0.58560 ,-0.32,,,,
-0.58240 ,-0.28,,,,
-0.57920 ,-0.32,,,,
-0.57600 ,-0.32,,,,
-0.57280 ,-0.28,,,,
-0.56960 ,-0.28,,,,
-0.56640 ,-0.24,,,,
-0.56320 ,-0.28,,,,
-0.56000 ,-0.28,,,,
-0.55680 ,-0.24,,,,
